"sumCar","amount","tick"
5.390625,1380.0,256.0
5.3852140078,1384.0,257.0
5.3759689922,1387.0,258.0
5.3590733591,1388.0,259.0
5.35,1391.0,260.0
5.3639846743,1400.0,261.0
5.3893129771,1412.0,262.0
5.3840304183,1416.0,263.0
5.3939393939,1424.0,264.0
5.4,1431.0,265.0
5.3947368421,1435.0,266.0
5.3895131086,1439.0,267.0
5.3805970149,1442.0,268.0
5.3605947955,1442.0,269.0
5.3481481481,1444.0,270.0
5.3431734317,1448.0,271.0
5.3713235294,1461.0,272.0
5.380952381,1469.0,273.0
5.3868613139,1476.0,274.0
5.3927272727,1483.0,275.0
5.3985507246,1490.0,276.0
5.3935018051,1494.0,277.0
5.3848920863,1497.0,278.0
5.3727598566,1499.0,279.0
5.3642857143,1502.0,280.0
5.3807829181,1512.0,281.0
5.4007092199,1523.0,282.0
5.406360424,1530.0,283.0
5.4049295775,1535.0,284.0
5.4070175439,1541.0,285.0
5.4125874126,1548.0,286.0
5.4041811847,1551.0,287.0
5.3923611111,1553.0,288.0
5.384083045,1556.0,289.0
5.3724137931,1558.0,290.0
5.3745704467,1564.0,291.0
5.4006849315,1577.0,292.0
5.4027303754,1583.0,293.0
5.4115646259,1591.0,294.0
5.4237288136,1600.0,295.0
5.4324324324,1608.0,296.0
5.4242424242,1611.0,297.0
5.4161073826,1614.0,298.0
5.4046822742,1616.0,299.0
5.3933333333,1618.0,300.0
5.3853820598,1621.0,301.0
5.4072847682,1633.0,302.0
5.4224422442,1643.0,303.0
5.4243421053,1649.0,304.0
5.4262295082,1655.0,305.0
5.431372549,1662.0,306.0
5.4332247557,1668.0,307.0
5.4220779221,1670.0,308.0
5.4045307443,1670.0,309.0
5.3967741935,1673.0,310.0
5.3954983923,1678.0,311.0
5.4166666667,1690.0,312.0
5.4153354633,1695.0,313.0
5.4108280255,1699.0,314.0
5.4095238095,1704.0,315.0
5.414556962,1711.0,316.0
5.4069400631,1714.0,317.0
5.3962264151,1716.0,318.0
5.3824451411,1717.0,319.0
5.371875,1719.0,320.0
5.3707165109,1724.0,321.0
5.3913043478,1736.0,322.0
5.3900928793,1741.0,323.0
5.3858024691,1745.0,324.0
5.3969230769,1754.0,325.0
5.4018404908,1761.0,326.0
5.3944954128,1764.0,327.0
5.3902439024,1768.0,328.0
5.3829787234,1771.0,329.0
5.3696969697,1772.0,330.0
5.3776435045,1780.0,331.0
5.4036144578,1794.0,332.0
5.4084084084,1801.0,333.0
5.4131736527,1808.0,334.0
5.4149253731,1814.0,335.0
5.4196428571,1821.0,336.0
5.4183976261,1826.0,337.0
5.4112426036,1829.0,338.0
5.3982300885,1830.0,339.0
5.3941176471,1834.0,340.0
5.4046920821,1843.0,341.0
5.4239766082,1855.0,342.0
5.4198250729,1859.0,343.0
5.4273255814,1867.0,344.0
5.4289855072,1873.0,345.0
5.4277456647,1878.0,346.0
5.4236311239,1882.0,347.0
5.4137931034,1884.0,348.0
5.3982808023,1884.0,349.0
5.3885714286,1886.0,350.0
5.3846153846,1890.0,351.0
5.4090909091,1904.0,352.0
5.4164305949,1912.0,353.0
5.4152542373,1917.0,354.0
5.4225352113,1925.0,355.0
5.4269662921,1932.0,356.0
5.4201680672,1935.0,357.0
5.4134078212,1938.0,358.0
5.4011142061,1939.0,359.0
5.3944444444,1942.0,360.0
5.404432133,1951.0,361.0
5.4254143646,1964.0,362.0
5.4297520661,1971.0,363.0
5.4285714286,1976.0,364.0
5.4328767123,1983.0,365.0
5.4316939891,1988.0,366.0
5.4250681199,1991.0,367.0
5.4130434783,1992.0,368.0
5.4037940379,1994.0,369.0
5.3972972973,1997.0,370.0
5.3962264151,2002.0,371.0
5.4166666667,2015.0,372.0
5.418230563,2021.0,373.0
5.4251336898,2029.0,374.0
5.4293333333,2036.0,375.0
5.4335106383,2043.0,376.0
5.4297082228,2047.0,377.0
5.4285714286,2052.0,378.0
5.4168865435,2053.0,379.0
5.4078947368,2055.0,380.0
5.4041994751,2059.0,381.0
5.4188481675,2070.0,382.0
5.4281984334,2079.0,383.0
5.4322916667,2086.0,384.0
5.4337662338,2092.0,385.0
5.4404145078,2100.0,386.0
5.4392764858,2105.0,387.0
5.425257732,2105.0,388.0
5.4164524422,2107.0,389.0
5.4076923077,2109.0,390.0
5.4066496164,2114.0,391.0
5.4234693878,2126.0,392.0
5.4223918575,2131.0,393.0
5.4162436548,2134.0,394.0
5.4151898734,2139.0,395.0
5.4166666667,2145.0,396.0
5.4105793451,2148.0,397.0
5.4020100503,2150.0,398.0
5.3934837093,2152.0,399.0
5.3875,2155.0,400.0
