"sumCar","amount","tick"
6.112244898,1797.0,294.0
6.0949152542,1798.0,295.0
6.0810810811,1800.0,296.0
6.0774410774,1805.0,297.0
6.0704697987,1809.0,298.0
6.0635451505,1813.0,299.0
6.0633333333,1819.0,300.0
6.0664451827,1826.0,301.0
6.0761589404,1835.0,302.0
6.099009901,1848.0,303.0
6.1184210526,1860.0,304.0
6.1016393443,1861.0,305.0
6.0882352941,1863.0,306.0
6.0781758958,1866.0,307.0
6.0746753247,1871.0,308.0
6.071197411,1876.0,309.0
6.0612903226,1879.0,310.0
6.0514469453,1882.0,311.0
6.0544871795,1889.0,312.0
6.0798722045,1903.0,313.0
6.1050955414,1917.0,314.0
6.0920634921,1919.0,315.0
6.0759493671,1920.0,316.0
6.072555205,1925.0,317.0
6.0754716981,1932.0,318.0
6.0721003135,1937.0,319.0
6.0625,1940.0,320.0
6.0560747664,1944.0,321.0
6.0683229814,1954.0,322.0
6.0959752322,1969.0,323.0
6.1172839506,1982.0,324.0
6.1046153846,1984.0,325.0
6.1012269939,1989.0,326.0
6.1039755352,1996.0,327.0
6.1006097561,2001.0,328.0
6.0911854103,2004.0,329.0
6.0909090909,2010.0,330.0
6.0876132931,2015.0,331.0
6.0993975904,2025.0,332.0
6.1111111111,2035.0,333.0
6.125748503,2046.0,334.0
6.1134328358,2048.0,335.0
6.1041666667,2051.0,336.0
6.0979228487,2055.0,337.0
6.0917159763,2059.0,338.0
6.0855457227,2063.0,339.0
6.0823529412,2068.0,340.0
6.0791788856,2073.0,341.0
6.0760233918,2078.0,342.0
6.084548105,2087.0,343.0
6.101744186,2099.0,344.0
6.1014492754,2105.0,345.0
6.1011560694,2111.0,346.0
6.0922190202,2114.0,347.0
6.0890804598,2119.0,348.0
6.0859598854,2124.0,349.0
6.0771428571,2127.0,350.0
6.0655270655,2129.0,351.0
6.0625,2134.0,352.0
6.0906515581,2150.0,353.0
6.1214689266,2167.0,354.0
6.1098591549,2169.0,355.0
6.0983146067,2171.0,356.0
6.0868347339,2173.0,357.0
6.0865921788,2179.0,358.0
6.0863509749,2185.0,359.0
6.0833333333,2190.0,360.0
6.0720221607,2192.0,361.0
6.0745856354,2199.0,362.0
6.0909090909,2211.0,363.0
6.1071428571,2223.0,364.0
6.098630137,2226.0,365.0
6.087431694,2228.0,366.0
6.0817438692,2232.0,367.0
6.0788043478,2237.0,368.0
6.0704607046,2240.0,369.0
6.0621621622,2243.0,370.0
6.0539083558,2246.0,371.0
6.0725806452,2259.0,372.0
6.0965147453,2274.0,373.0
6.1203208556,2289.0,374.0
6.1093333333,2291.0,375.0
6.0957446809,2292.0,376.0
6.0848806366,2294.0,377.0
6.0793650794,2298.0,378.0
6.0712401055,2301.0,379.0
6.0684210526,2306.0,380.0
6.062992126,2310.0,381.0
6.0628272251,2316.0,382.0
6.0757180157,2327.0,383.0
6.0989583333,2342.0,384.0
6.0961038961,2347.0,385.0
6.0932642487,2352.0,386.0
6.0801033592,2353.0,387.0
6.0773195876,2358.0,388.0
6.0745501285,2363.0,389.0
6.0769230769,2370.0,390.0
6.074168798,2375.0,391.0
6.0816326531,2384.0,392.0
6.1043256997,2399.0,393.0
6.1243654822,2413.0,394.0
6.1113924051,2414.0,395.0
6.095959596,2414.0,396.0
6.0856423174,2416.0,397.0
6.0804020101,2420.0,398.0
6.0751879699,2424.0,399.0
6.0725,2429.0,400.0
