"sumCar","amount","tick"
5.1567164179,691.0,134.0
5.1925925926,701.0,135.0
5.2058823529,708.0,136.0
5.1751824818,709.0,137.0
5.1594202899,712.0,138.0
5.1438848921,715.0,139.0
5.1214285714,717.0,140.0
5.1276595745,723.0,141.0
5.1830985915,736.0,142.0
5.1958041958,743.0,143.0
5.2013888889,749.0,144.0
5.1793103448,751.0,145.0
5.1575342466,753.0,146.0
5.1360544218,755.0,147.0
5.1081081081,756.0,148.0
5.0738255034,756.0,149.0
5.0533333333,758.0,150.0
5.0794701987,767.0,151.0
5.1447368421,782.0,152.0
5.1699346405,791.0,153.0
5.1883116883,799.0,154.0
5.2064516129,807.0,155.0
5.2115384615,813.0,156.0
5.2038216561,817.0,157.0
5.1962025316,821.0,158.0
5.1823899371,824.0,159.0
5.16875,827.0,160.0
5.1677018634,832.0,161.0
5.2037037037,843.0,162.0
5.2331288344,853.0,163.0
5.25,861.0,164.0
5.2363636364,864.0,165.0
5.2289156627,868.0,166.0
5.2215568862,872.0,167.0
5.1964285714,873.0,168.0
5.1656804734,873.0,169.0
5.1470588235,875.0,170.0
5.1578947368,882.0,171.0
5.2151162791,897.0,172.0
5.2196531792,903.0,173.0
5.2126436782,907.0,174.0
5.2228571429,914.0,175.0
5.2272727273,920.0,176.0
5.2203389831,924.0,177.0
5.2078651685,927.0,178.0
5.1899441341,929.0,179.0
5.1833333333,933.0,180.0
5.1767955801,937.0,181.0
5.2197802198,950.0,182.0
5.2404371585,959.0,183.0
5.2391304348,964.0,184.0
5.2216216216,966.0,185.0
5.2043010753,968.0,186.0
5.192513369,971.0,187.0
5.1808510638,974.0,188.0
5.1587301587,975.0,189.0
5.1368421053,976.0,190.0
5.1308900524,980.0,191.0
5.171875,993.0,192.0
5.1865284974,1001.0,193.0
5.1958762887,1008.0,194.0
5.2153846154,1017.0,195.0
5.25,1029.0,196.0
5.2385786802,1032.0,197.0
5.2171717172,1033.0,198.0
5.2060301508,1036.0,199.0
5.205,1041.0,200.0
5.2089552239,1047.0,201.0
5.2425742574,1059.0,202.0
5.2413793103,1064.0,203.0
5.2450980392,1070.0,204.0
5.2390243902,1074.0,205.0
5.2281553398,1077.0,206.0
5.2173913043,1080.0,207.0
5.2067307692,1083.0,208.0
5.1818181818,1083.0,209.0
5.1619047619,1084.0,210.0
5.1611374408,1089.0,211.0
5.2075471698,1104.0,212.0
5.2159624413,1111.0,213.0
5.2196261682,1117.0,214.0
5.2418604651,1127.0,215.0
5.2546296296,1135.0,216.0
5.2304147465,1135.0,217.0
5.2201834862,1138.0,218.0
5.2146118721,1142.0,219.0
5.2,1144.0,220.0
5.2081447964,1151.0,221.0
5.2387387387,1163.0,222.0
5.2376681614,1168.0,223.0
5.2410714286,1174.0,224.0
5.2355555556,1178.0,225.0
5.2256637168,1181.0,226.0
5.2114537445,1183.0,227.0
5.1929824561,1184.0,228.0
5.1703056769,1184.0,229.0
5.1565217391,1186.0,230.0
5.1688311688,1194.0,231.0
5.2068965517,1208.0,232.0
5.2145922747,1215.0,233.0
5.2264957265,1223.0,234.0
5.2425531915,1232.0,235.0
5.2542372881,1240.0,236.0
5.2447257384,1243.0,237.0
5.243697479,1248.0,238.0
5.2384937238,1252.0,239.0
5.225,1254.0,240.0
5.2282157676,1260.0,241.0
5.2603305785,1273.0,242.0
5.2798353909,1283.0,243.0
5.2827868852,1289.0,244.0
5.2734693878,1292.0,245.0
5.2642276423,1295.0,246.0
5.2510121457,1297.0,247.0
5.2379032258,1299.0,248.0
5.2208835341,1300.0,249.0
5.208,1302.0,250.0
5.2151394422,1309.0,251.0
5.25,1323.0,252.0
5.256916996,1330.0,253.0
5.2559055118,1335.0,254.0
5.2666666667,1343.0,255.0
5.2734375,1350.0,256.0
5.2684824903,1354.0,257.0
5.2558139535,1356.0,258.0
5.2432432432,1358.0,259.0
5.2346153846,1361.0,260.0
5.2298850575,1365.0,261.0
5.2595419847,1378.0,262.0
5.2699619772,1386.0,263.0
5.2689393939,1391.0,264.0
5.2566037736,1393.0,265.0
5.2481203008,1396.0,266.0
5.2434456929,1400.0,267.0
5.2350746269,1403.0,268.0
5.219330855,1404.0,269.0
5.2037037037,1405.0,270.0
5.2029520295,1410.0,271.0
5.2316176471,1423.0,272.0
5.2344322344,1429.0,273.0
5.2335766423,1434.0,274.0
5.2545454545,1445.0,275.0
5.2717391304,1455.0,276.0
5.2599277978,1457.0,277.0
5.2410071942,1457.0,278.0
5.2329749104,1460.0,279.0
5.2285714286,1464.0,280.0
5.231316726,1470.0,281.0
5.2553191489,1482.0,282.0
5.2544169611,1487.0,283.0
5.2535211268,1492.0,284.0
5.2456140351,1495.0,285.0
5.2377622378,1498.0,286.0
5.2334494774,1502.0,287.0
5.2256944444,1505.0,288.0
5.2076124567,1505.0,289.0
5.1965517241,1507.0,290.0
5.1993127148,1513.0,291.0
5.2260273973,1526.0,292.0
5.2354948805,1534.0,293.0
5.2346938776,1539.0,294.0
5.2474576271,1548.0,295.0
5.2533783784,1555.0,296.0
5.2390572391,1556.0,297.0
5.2248322148,1557.0,298.0
5.220735786,1561.0,299.0
5.2166666667,1565.0,300.0
5.2259136213,1573.0,301.0
5.2516556291,1586.0,302.0
5.2508250825,1591.0,303.0
5.2565789474,1598.0,304.0
5.2557377049,1603.0,305.0
5.2418300654,1604.0,306.0
5.2280130293,1605.0,307.0
5.211038961,1605.0,308.0
5.1941747573,1605.0,309.0
5.1838709677,1607.0,310.0
5.192926045,1615.0,311.0
5.2211538462,1629.0,312.0
5.2332268371,1638.0,313.0
5.2420382166,1646.0,314.0
5.2571428571,1656.0,315.0
5.2626582278,1663.0,316.0
5.2586750789,1667.0,317.0
5.2578616352,1672.0,318.0
5.2445141066,1673.0,319.0
5.234375,1675.0,320.0
5.2336448598,1680.0,321.0
5.251552795,1691.0,322.0
5.26625387,1701.0,323.0
5.2685185185,1707.0,324.0
5.2584615385,1709.0,325.0
5.254601227,1713.0,326.0
5.25382263,1718.0,327.0
5.243902439,1720.0,328.0
5.2279635258,1720.0,329.0
5.2151515152,1721.0,330.0
5.2175226586,1727.0,331.0
5.2469879518,1742.0,332.0
5.2522522523,1749.0,333.0
5.248502994,1753.0,334.0
5.271641791,1766.0,335.0
5.2827380952,1775.0,336.0
5.2729970326,1777.0,337.0
5.2603550296,1778.0,338.0
5.2507374631,1780.0,339.0
5.2441176471,1783.0,340.0
5.2434017595,1788.0,341.0
5.2719298246,1803.0,342.0
5.2827988338,1812.0,343.0
5.2790697674,1816.0,344.0
5.2695652174,1818.0,345.0
5.2601156069,1820.0,346.0
5.2564841499,1824.0,347.0
5.2471264368,1826.0,348.0
5.2349570201,1827.0,349.0
5.2257142857,1829.0,350.0
5.2222222222,1833.0,351.0
5.2443181818,1846.0,352.0
5.2492917847,1853.0,353.0
5.2514124294,1859.0,354.0
5.2591549296,1867.0,355.0
5.2668539326,1875.0,356.0
5.2605042017,1878.0,357.0
5.251396648,1880.0,358.0
5.2479108635,1884.0,359.0
5.2444444444,1888.0,360.0
5.2465373961,1894.0,361.0
5.2624309392,1905.0,362.0
5.2699724518,1913.0,363.0
5.2747252747,1920.0,364.0
5.2684931507,1923.0,365.0
5.2650273224,1927.0,366.0
5.2615803815,1931.0,367.0
5.2527173913,1933.0,368.0
5.2384823848,1933.0,369.0
5.2297297297,1935.0,370.0
5.2318059299,1941.0,371.0
5.2580645161,1956.0,372.0
5.2600536193,1962.0,373.0
5.256684492,1966.0,374.0
5.2693333333,1976.0,375.0
5.2765957447,1984.0,376.0
5.2652519894,1985.0,377.0
5.253968254,1986.0,378.0
5.2506596306,1990.0,379.0
5.2473684211,1994.0,380.0
5.2467191601,1999.0,381.0
5.2643979058,2011.0,382.0
5.2663185379,2017.0,383.0
5.2682291667,2023.0,384.0
5.2675324675,2028.0,385.0
5.2590673575,2030.0,386.0
5.2506459948,2032.0,387.0
5.2396907216,2033.0,388.0
5.2262210797,2033.0,389.0
5.2153846154,2034.0,390.0
5.2199488491,2041.0,391.0
5.2423469388,2055.0,392.0
5.2493638677,2063.0,393.0
5.2563451777,2071.0,394.0
5.2708860759,2082.0,395.0
5.2803030303,2091.0,396.0
5.2770780856,2095.0,397.0
5.2713567839,2098.0,398.0
5.2681704261,2102.0,399.0
5.265,2106.0,400.0
5.2693266833,2113.0,401.0
5.2835820896,2124.0,402.0
5.2903225806,2132.0,403.0
5.297029703,2140.0,404.0
5.2938271605,2144.0,405.0
5.2857142857,2146.0,406.0
5.2825552826,2150.0,407.0
5.2769607843,2153.0,408.0
5.2640586797,2153.0,409.0
5.256097561,2155.0,410.0
5.2554744526,2160.0,411.0
5.2766990291,2174.0,412.0
5.2832929782,2182.0,413.0
5.2826086957,2187.0,414.0
5.286746988,2194.0,415.0
5.2956730769,2203.0,416.0
5.2925659472,2207.0,417.0
5.2870813397,2210.0,418.0
5.2792362768,2212.0,419.0
5.2714285714,2214.0,420.0
5.2684085511,2218.0,421.0
5.2867298578,2231.0,422.0
5.2955082742,2240.0,423.0
5.2948113208,2245.0,424.0
5.2894117647,2248.0,425.0
5.2816901408,2250.0,426.0
5.2763466042,2253.0,427.0
5.2686915888,2255.0,428.0
5.2587412587,2256.0,429.0
5.2511627907,2258.0,430.0
5.2482598608,2262.0,431.0
5.2662037037,2275.0,432.0
5.272517321,2283.0,433.0
5.2764976959,2290.0,434.0
5.2804597701,2297.0,435.0
5.2912844037,2307.0,436.0
5.2883295195,2311.0,437.0
5.2831050228,2314.0,438.0
5.2756264237,2316.0,439.0
5.2704545455,2319.0,440.0
5.2743764172,2326.0,441.0
5.2918552036,2339.0,442.0
5.2979683973,2347.0,443.0
5.2972972973,2352.0,444.0
5.2943820225,2356.0,445.0
5.2914798206,2360.0,446.0
5.288590604,2364.0,447.0
5.2834821429,2367.0,448.0
5.271714922,2367.0,449.0
5.2622222222,2368.0,450.0
5.266075388,2375.0,451.0
5.2876106195,2390.0,452.0
5.2869757174,2395.0,453.0
5.2885462555,2401.0,454.0
5.2989010989,2411.0,455.0
5.298245614,2416.0,456.0
5.2910284464,2418.0,457.0
5.2860262009,2421.0,458.0
5.2832244009,2425.0,459.0
5.2760869565,2427.0,460.0
5.2754880694,2432.0,461.0
5.29004329,2444.0,462.0
5.2915766739,2450.0,463.0
5.2909482759,2455.0,464.0
5.288172043,2459.0,465.0
5.2832618026,2462.0,466.0
5.2762312634,2464.0,467.0
5.2670940171,2465.0,468.0
5.2558635394,2465.0,469.0
5.2489361702,2467.0,470.0
5.2505307856,2473.0,471.0
5.2711864407,2488.0,472.0
5.2811839323,2498.0,473.0
5.2827004219,2504.0,474.0
5.2863157895,2511.0,475.0
5.2920168067,2519.0,476.0
5.2893081761,2523.0,477.0
5.2845188285,2526.0,478.0
5.2818371608,2530.0,479.0
5.2770833333,2533.0,480.0
5.2806652807,2540.0,481.0
5.2925311203,2551.0,482.0
5.3002070393,2560.0,483.0
5.3037190083,2567.0,484.0
5.2989690722,2570.0,485.0
5.2983539095,2575.0,486.0
5.2936344969,2578.0,487.0
5.2827868852,2578.0,488.0
5.2719836401,2578.0,489.0
5.2653061224,2580.0,490.0
5.2688391039,2587.0,491.0
5.2845528455,2600.0,492.0
5.2839756592,2605.0,493.0
5.2854251012,2611.0,494.0
5.296969697,2622.0,495.0
5.3064516129,2632.0,496.0
5.3018108652,2635.0,497.0
5.297188755,2638.0,498.0
5.2925851703,2641.0,499.0
5.286,2643.0,500.0
